First Dose,Second Dose,Total Doses,Male,Female,State,Vaccine
49538,33324,82862,73781,9081,Dadra and Nagar Haveli and Daman and Diu,Covaxin
36206,46062,82268,15766,66502,Delhi,Covaxin
20646,28679,49325,17570,31755,Goa,Covaxin
42666,33914,76580,30592,45988,Gujarat,Covaxin
13416,46666,60082,57345,2737,Haryana,Covaxin
8088,12509,20597,8555,12042,Himachal Pradesh,Covaxin
40364,12067,52431,22440,29991,Jammu and Kashmir,Covaxin
41725,38039,79764,44587,35177,Jharkhand,Covaxin
11284,15112,26396,9188,17208,Karnataka,Covaxin
30025,44430,74455,45765,28690,Kerala,Covaxin
16175,32799,48974,19066,29908,Lakshadweep,Covaxin
12243,35390,47633,15167,32466,Ladakh,Covaxin
36457,13820,50277,18630,31647,Madhya Pradesh,Covaxin
26814,21667,48481,42978,5503,Maharashtra,Covaxin
25539,25902,51441,49583,1858,Manipur,Covaxin
49215,5122,54337,24547,29790,Meghalaya,Covaxin
6597,24180,30777,24397,6380,Mizoram,Covaxin
2756,37184,39940,36567,3373,Nagaland,Covaxin
14693,47475,62168,8572,53596,Odisha,Covaxin
11042,28281,39323,6810,32513,Puducherry,Covaxin
47204,36430,83634,40790,42844,Punjab,Covaxin
11864,13435,25299,20020,5279,Rajasthan,Covaxin
10485,42522,53007,24123,28884,Sikkim,Covaxin
43549,42367,85916,25927,59989,Tamil Nadu,Covaxin
11339,29160,40499,30539,9960,Telengana,Covaxin
8550,38644,47194,32781,14413,Tripura,Covaxin
9975,13164,23139,23138,1,Uttarakhand,Covaxin
1677,8000,9677,6734,2943,Uttar Pradesh,Covaxin
33109,24540,57649,13254,44395,West Bengal,Covaxin
18700,19927,38627,8159,30468,Andhra Pradesh,Covaxin
7329,41233,48562,12898,35664,Andaman and Nicobar Islands,Covaxin
11929,5430,17359,13234,4125,Arunachal Pradesh,Covaxin
25031,36929,61960,7443,54517,Assam,Covaxin
4919,46141,51060,37170,13890,Bihar,Covaxin
3022,42352,45374,35700,9674,Chandigarh,Covaxin
46384,8708,55092,12019,43073,Chhattisgarh,Covaxin
17439,29407,46846,20801,26045,Dadra and Nagar Haveli and Daman and Diu,Covaxin
20355,6550,26905,19504,7401,Delhi,Covaxin
36216,41381,77597,10069,67528,Goa,Covaxin
17147,35807,52954,43580,9374,Gujarat,Covaxin
3280,32218,35498,19123,16375,Haryana,Covaxin
2772,38165,40937,40531,406,Himachal Pradesh,Covaxin
18550,8381,26931,5122,21809,Jammu and Kashmir,Covaxin
46589,11122,57711,27638,30073,Jharkhand,Covaxin
8764,32143,40907,10225,30682,Karnataka,Covaxin
37790,9171,46961,36698,10263,Kerala,Covaxin
38348,14275,52623,50192,2431,Lakshadweep,Covaxin
44533,4623,49156,43773,5383,Ladakh,Covaxin
21543,27476,49019,10403,38616,Madhya Pradesh,Covaxin
19874,49635,69509,8422,61087,Maharashtra,Covaxin
41429,4929,46358,21218,25140,Manipur,Covaxin
17882,39390,57272,25275,31997,Meghalaya,Covaxin
32501,32479,64980,29923,35057,Mizoram,Covaxin
17478,42915,60393,13592,46801,Nagaland,Covaxin
30407,5886,36293,5541,30752,Odisha,Covaxin
33707,10799,44506,36346,8160,Puducherry,Covaxin
5153,13151,18304,5602,12702,Punjab,Covaxin
5452,4986,10438,6095,4343,Rajasthan,Covaxin
24400,5056,29456,7358,22098,Sikkim,Covaxin
41512,25308,66820,15537,51283,Tamil Nadu,Covaxin
17776,17996,35772,14226,21546,Telengana,Covaxin
45325,11834,57159,32819,24340,Tripura,Covaxin
24276,18282,42558,39527,3031,Uttarakhand,Covaxin
2846,18292,21138,13243,7895,Uttar Pradesh,Covaxin
23373,14343,37716,31415,6301,West Bengal,Covaxin
14166,12180,26346,15331,11015,Andhra Pradesh,Covaxin
1506,32719,34225,33227,998,Andaman and Nicobar Islands,Covaxin
38487,21056,59543,34621,24922,Arunachal Pradesh,Covaxin
9455,48831,58286,41646,16640,Assam,Covaxin
25030,37447,62477,19552,42925,Bihar,Covaxin
46540,43275,89815,28213,61602,Chandigarh,Covaxin
31723,19111,50834,29931,20903,Chhattisgarh,Covaxin
20214,37375,57589,52554,5035,Dadra and Nagar Haveli and Daman and Diu,Covaxin
31485,37845,69330,66586,2744,Delhi,Covaxin
30834,21966,52800,36610,16190,Goa,Covaxin
12870,19046,31916,26614,5302,Gujarat,Covaxin
24582,48258,72840,62032,10808,Haryana,Covaxin
20659,35342,56001,23821,32180,Himachal Pradesh,Covaxin
39558,22387,61945,29663,32282,Jammu and Kashmir,Covaxin
13864,31902,45766,40143,5623,Jharkhand,Covaxin
12877,9236,22113,8135,13978,Karnataka,Covaxin
7571,19910,27481,23356,4125,Kerala,Covaxin
38801,32598,71399,47043,24356,Lakshadweep,Covaxin
22618,25272,47890,29955,17935,Ladakh,Covaxin
30253,34002,64255,48455,15800,Madhya Pradesh,Covaxin
6478,38581,45059,23514,21545,Maharashtra,Covaxin
36910,2859,39769,29537,10232,Manipur,Covaxin
20142,33193,53335,46837,6498,Meghalaya,Covaxin
40832,49094,89926,15655,74271,Mizoram,Covaxin
4186,48754,52940,35774,17166,Nagaland,Covaxin
31527,21665,53192,9862,43330,Odisha,Covaxin
25544,34080,59624,15058,44566,Puducherry,Covaxin
23136,3191,26327,5608,20719,Punjab,Covaxin
31897,17742,49639,46521,3118,Rajasthan,Covaxin
30826,28489,59315,8716,50599,Sikkim,Covaxin
18857,12365,31222,24441,6781,Tamil Nadu,Covaxin
17068,35781,52849,27711,25138,Telengana,Covaxin
31373,8936,40309,21836,18473,Tripura,Covaxin
45183,5425,50608,27230,23378,Uttarakhand,Covaxin
47568,7168,54736,22807,31929,Uttar Pradesh,Covaxin
23538,38931,62469,62248,221,West Bengal,Covaxin
15559,28528,44087,20705,23382,Andhra Pradesh,Covaxin
11953,33438,45391,20778,24613,Andaman and Nicobar Islands,Covaxin
48253,3552,51805,31041,20764,Arunachal Pradesh,Covaxin
41655,36251,77906,5398,72508,Assam,Covaxin
43796,30406,74202,65752,8450,Bihar,Covaxin
30905,32624,63529,62900,629,Chandigarh,Covaxin
26988,13026,40014,37593,2421,Chhattisgarh,Covaxin
28996,46981,75977,60873,15104,Dadra and Nagar Haveli and Daman and Diu,Covaxin
44706,44120,88826,60134,28692,Delhi,Covaxin
22391,49282,71673,61789,9884,Goa,Covaxin
16522,39374,55896,14498,41398,Gujarat,Covaxin
7532,22214,29746,12734,17012,Haryana,Covaxin
9536,30340,39876,24567,15309,Himachal Pradesh,Covaxin
27239,15441,42680,42284,396,Jammu and Kashmir,Covaxin
12479,29092,41571,30170,11401,Jharkhand,Covaxin
23030,10210,33240,12374,20866,Karnataka,Covaxin
29927,39112,69039,49539,19500,Kerala,Covaxin
25701,16795,42496,20906,21590,Lakshadweep,Covaxin
45329,47442,92771,34898,57873,Ladakh,Covaxin
49247,14213,63460,56609,6851,Madhya Pradesh,Covaxin
41409,33593,75002,65338,9664,Maharashtra,Covaxin
13408,44455,57863,56263,1600,Manipur,Covaxin
19791,33000,52791,40651,12140,Meghalaya,Covaxin
44784,48898,93682,45176,48506,Mizoram,Covaxin
18517,15773,34290,9441,24849,Nagaland,Covaxin
6604,38379,44983,19043,25940,Odisha,Covaxin
13969,22554,36523,29750,6773,Puducherry,Covaxin
25322,18841,44163,23484,20679,Punjab,Covaxin
21645,26226,47871,35090,12781,Rajasthan,Covaxin
42141,46294,88435,81529,6906,Sikkim,Covaxin
37452,41781,79233,17086,62147,Tamil Nadu,Covaxin
45792,15727,61519,61078,441,Telengana,Covaxin
31829,38857,70686,11733,58953,Tripura,Covaxin
32060,43974,76034,51421,24613,Uttarakhand,Covaxin
15093,26943,42036,41013,1023,Uttar Pradesh,Covaxin
48848,6299,55147,50175,4972,West Bengal,Covaxin
35740,11907,47647,18199,29448,Andhra Pradesh,Covaxin
1511,14596,16107,13054,3053,Andaman and Nicobar Islands,Covaxin
19192,8231,27423,9499,17924,Arunachal Pradesh,Covaxin
6149,31709,37858,29063,8795,Assam,Covaxin
38153,48788,86941,84751,2190,Bihar,Covaxin
38548,3843,42391,34389,8002,Chandigarh,Covaxin
37745,41414,79159,26724,52435,Chhattisgarh,Covaxin
42158,10916,53074,48749,4325,Dadra and Nagar Haveli and Daman and Diu,Covaxin
21648,44657,66305,47835,18470,Delhi,Covaxin
44389,5904,50293,27198,23095,Goa,Covaxin
31978,38271,70249,10767,59482,Gujarat,Covaxin
24447,28135,52582,16332,36250,Haryana,Covaxin
38182,47987,86169,27022,59147,Himachal Pradesh,Covaxin
5449,2110,7559,5274,2285,Jammu and Kashmir,Covaxin
46353,14770,61123,50465,10658,Jharkhand,Covaxin
22109,14174,36283,12648,23635,Karnataka,Covaxin
48988,34696,83684,73273,10411,Kerala,Covaxin
13826,28935,42761,15062,27699,Lakshadweep,Covaxin
33962,39293,73255,58929,14326,Ladakh,Covaxin
16682,4649,21331,19344,1987,Madhya Pradesh,Covaxin
22251,32078,54329,8651,45678,Maharashtra,Covaxin
22085,31776,53861,6062,47799,Manipur,Covaxin
28942,9680,38622,28179,10443,Meghalaya,Covaxin
42385,35462,77847,11541,66306,Mizoram,Covaxin
37927,15563,53490,12322,41168,Nagaland,Covaxin
10026,2625,12651,10439,2212,Odisha,Covaxin
19085,16095,35180,31787,3393,Puducherry,Covaxin
41959,25243,67202,49684,17518,Punjab,Covaxin
30245,4926,35171,23117,12054,Rajasthan,Covaxin
13489,20335,33824,7417,26407,Sikkim,Covaxin
27902,10761,38663,33865,4798,Tamil Nadu,Covaxin
1911,3758,5669,5110,559,Telengana,Covaxin
26550,39076,65626,15642,49984,Tripura,Covaxin
39960,40312,80272,73348,6924,Uttarakhand,Covaxin
19537,24915,44452,16315,28137,Uttar Pradesh,Covaxin
43061,32992,76053,74959,1094,West Bengal,Covaxin
16561,13060,29621,16656,12965,Andhra Pradesh,Covaxin
41144,39021,80165,63045,17120,Andaman and Nicobar Islands,Covaxin
28906,45656,74562,21644,52918,Arunachal Pradesh,Covaxin
36500,38744,75244,60785,14459,Assam,Covaxin
46873,16454,63327,37195,26132,Bihar,Covaxin
18185,30418,48603,39837,8766,Chandigarh,Covaxin
16912,10682,27594,21424,6170,Chhattisgarh,Covaxin
28527,26983,55510,33109,22401,Dadra and Nagar Haveli and Daman and Diu,Covaxin
16564,22402,38966,34519,4447,Delhi,Covaxin
40836,33422,74258,34543,39715,Goa,Covaxin
36594,36031,72625,52544,20081,Gujarat,Covaxin
6327,49866,56193,15836,40357,Haryana,Covaxin
5853,23374,29227,11010,18217,Himachal Pradesh,Covaxin
26346,46449,72795,48865,23930,Jammu and Kashmir,Covaxin
22080,4165,26245,21083,5162,Jharkhand,Covaxin
45515,44841,90356,38244,52112,Karnataka,Covaxin
7490,37983,45473,23824,21649,Kerala,Covaxin
32140,36224,68364,23499,44865,Lakshadweep,Covaxin
34466,38516,72982,27740,45242,Ladakh,Covaxin
49392,39944,89336,39791,49545,Madhya Pradesh,Covaxin
49504,9205,58709,10227,48482,Maharashtra,Covaxin
21077,33878,54955,25949,29006,Manipur,Covaxin
7150,38819,45969,14702,31267,Meghalaya,Covaxin
35715,34566,70281,21968,48313,Mizoram,Covaxin
43882,37144,81026,39884,41142,Nagaland,Covaxin
9498,41021,50519,38990,11529,Odisha,Covaxin
31683,2323,34006,11119,22887,Puducherry,Covaxin
8777,16713,25490,10063,15427,Punjab,Covaxin
18862,49646,68508,57593,10915,Rajasthan,Covaxin
17411,16513,33924,27208,6716,Sikkim,Covaxin
16409,37753,54162,14472,39690,Tamil Nadu,Covaxin
23816,29066,52882,36634,16248,Telengana,Covaxin
6210,12606,18816,14268,4548,Tripura,Covaxin
42394,26034,68428,52113,16315,Uttarakhand,Covaxin
5999,24298,30297,28775,1522,Uttar Pradesh,Covaxin
39036,14873,53909,47373,6536,West Bengal,Covaxin
8145,24705,32850,7709,25141,Andhra Pradesh,Covaxin
29342,7206,36548,11250,25298,Andaman and Nicobar Islands,Covaxin
32834,12779,45613,17590,28023,Arunachal Pradesh,Covaxin
12245,9765,22010,6937,15073,Assam,Covaxin
43460,43114,86574,49341,37233,Bihar,Covaxin
45488,17087,62575,61566,1009,Chandigarh,Covaxin
31311,19177,50488,44747,5741,Chhattisgarh,Covaxin
49820,41470,91290,50308,40982,Dadra and Nagar Haveli and Daman and Diu,Covaxin
17977,24621,42598,13608,28990,Delhi,Covaxin
42967,39783,82750,79001,3749,Goa,Covaxin
2079,24200,26279,5579,20700,Gujarat,Covaxin
37046,35107,72153,50967,21186,Haryana,Covaxin
22224,3237,25461,16718,8743,Himachal Pradesh,Covaxin
18946,38841,57787,55526,2261,Jammu and Kashmir,Covaxin
18395,45372,63767,46830,16937,Jharkhand,Covaxin
26963,31374,58337,45057,13280,Karnataka,Covaxin
17124,4281,21405,6276,15129,Kerala,Covaxin
9028,40597,49625,15208,34417,Lakshadweep,Covaxin
16286,49705,65991,61232,4759,Ladakh,Covaxin
32281,23056,55337,41610,13727,Madhya Pradesh,Covaxin
40378,24237,64615,39580,25035,Maharashtra,Covaxin
40572,43201,83773,60461,23312,Manipur,Covaxin
25364,13008,38372,37541,831,Meghalaya,Covaxin
3107,48065,51172,37065,14107,Mizoram,Covaxin
2814,49759,52573,51767,806,Nagaland,Covaxin
29694,31018,60712,16182,44530,Odisha,Covaxin
8631,40411,49042,42791,6251,Puducherry,Covaxin
13569,13302,26871,9277,17594,Punjab,Covaxin
2887,14993,17880,16101,1779,Rajasthan,Covaxin
37516,25557,63073,45067,18006,Sikkim,Covaxin
20310,10785,31095,11916,19179,Tamil Nadu,Covaxin
11127,21931,33058,11657,21401,Telengana,Covaxin
19475,31152,50627,5891,44736,Tripura,Covaxin
47313,28948,76261,7628,68633,Uttarakhand,Covaxin
24687,16868,41555,10142,31413,Uttar Pradesh,Covaxin
17683,34262,51945,36704,15241,West Bengal,Covaxin
1529,49971,51500,22561,28939,Andhra Pradesh,Covaxin
30621,21765,52386,24320,28066,Andaman and Nicobar Islands,Covaxin
18992,35627,54619,21011,33608,Arunachal Pradesh,Covaxin
13609,19210,32819,31924,895,Assam,Covaxin
10381,40137,50518,17698,32820,Bihar,Covaxin
49374,28230,77604,42345,35259,Chandigarh,Covaxin
42279,44682,86961,86522,439,Chhattisgarh,Covaxin
5343,36413,41756,36987,4769,Dadra and Nagar Haveli and Daman and Diu,Covaxin
32501,19155,51656,23337,28319,Delhi,Covaxin
13970,22605,36575,28010,8565,Goa,Covaxin
34839,16191,51030,41209,9821,Gujarat,Covaxin
19805,30385,50190,7988,42202,Haryana,Covaxin
12661,28989,41650,15638,26012,Himachal Pradesh,Covaxin
49159,28132,77291,45538,31753,Jammu and Kashmir,Covaxin
46556,47857,94413,58211,36202,Jharkhand,Covaxin
8939,40762,49701,19670,30031,Karnataka,Covaxin
36450,6494,42944,19464,23480,Kerala,Covaxin
26890,46028,72918,16760,56158,Lakshadweep,Covaxin
3136,3567,6703,6548,155,Ladakh,Covaxin
27280,8472,35752,15410,20342,Madhya Pradesh,Covaxin
39399,44444,83843,28504,55339,Maharashtra,Covaxin
2135,27620,29755,28404,1351,Manipur,Covaxin
15451,1936,17387,6255,11132,Meghalaya,Covaxin
45233,43889,89122,6682,82440,Mizoram,Covaxin
11747,33564,45311,14029,31282,Nagaland,Covaxin
37572,48827,86399,60843,25556,Odisha,Covaxin
10931,9325,20256,20084,172,Puducherry,Covaxin
42569,25950,68519,62874,5645,Punjab,Covaxin
11890,38791,50681,40104,10577,Rajasthan,Covaxin
23146,47070,70216,30226,39990,Sikkim,Covaxin
40210,23407,63617,13684,49933,Tamil Nadu,Covaxin
11223,35151,46374,7714,38660,Telengana,Covaxin
34335,47954,82289,7833,74456,Tripura,Covaxin
23888,24787,48675,15068,33607,Uttarakhand,Covaxin
27447,14445,41892,40381,1511,Uttar Pradesh,Covaxin
13231,17208,30439,7264,23175,West Bengal,Covaxin
20474,4985,25459,7034,18425,Andhra Pradesh,Covaxin
36451,6090,42541,16805,25736,Andaman and Nicobar Islands,Covaxin
32003,33924,65927,55580,10347,Arunachal Pradesh,Covaxin
24518,6933,31451,21970,9481,Assam,Covaxin
3367,41071,44438,11077,33361,Bihar,Covaxin
14538,20821,35359,13488,21871,Chandigarh,Covaxin
47634,10937,58571,53075,5496,Chhattisgarh,Covaxin
44566,16288,60854,53136,7718,Dadra and Nagar Haveli and Daman and Diu,Covaxin
36943,7494,44437,25964,18473,Delhi,Covaxin
4852,42859,47711,36457,11254,Goa,Covaxin
12863,3823,16686,14940,1746,Gujarat,Covaxin
39287,13238,52525,23865,28660,Haryana,Covaxin
21408,46285,67693,20688,47005,Himachal Pradesh,Covaxin
12170,38412,50582,10147,40435,Jammu and Kashmir,Covaxin
41679,13791,55470,40202,15268,Jharkhand,Covaxin
20159,39871,60030,59040,990,Karnataka,Covaxin
49613,23568,73181,65565,7616,Kerala,Covaxin
38220,25001,63221,42577,20644,Lakshadweep,Covaxin
41901,33628,75529,25762,49767,Ladakh,Covaxin
20772,16243,37015,14654,22361,Madhya Pradesh,Covaxin
23570,26504,50074,46458,3616,Maharashtra,Covaxin
4421,49642,54063,15945,38118,Manipur,Covaxin
26108,8418,34526,12369,22157,Meghalaya,Covaxin
30584,48122,78706,74300,4406,Mizoram,Covaxin
45168,20587,65755,35923,29832,Nagaland,Covaxin
7876,22967,30843,19690,11153,Odisha,Covaxin
15358,26860,42218,28419,13799,Puducherry,Covaxin
38519,36273,74792,69545,5247,Punjab,Covaxin
10821,19150,29971,9063,20908,Rajasthan,Covaxin
38094,41104,79198,24948,54250,Sikkim,Covaxin
28175,11294,39469,17217,22252,Tamil Nadu,Covaxin
28361,15824,44185,31614,12571,Telengana,Covaxin
35365,27041,62406,46807,15599,Tripura,Covaxin
25389,24674,50063,32932,17131,Uttarakhand,Covaxin
38497,1864,40361,32042,8319,Uttar Pradesh,Covaxin
4793,5925,10718,7364,3354,West Bengal,Covaxin
47141,44642,91783,32438,59345,Andhra Pradesh,Covaxin
22362,20255,42617,35658,6959,Andaman and Nicobar Islands,Covaxin
11473,35627,47100,21271,25829,Arunachal Pradesh,Covaxin
29336,21269,50605,40142,10463,Assam,Covaxin
32982,37809,70791,60958,9833,Bihar,Covaxin
45451,29915,75366,51722,23644,Chandigarh,Covaxin
44049,37921,81970,72463,9507,Chhattisgarh,Covaxin
47739,28381,76120,69006,7114,Dadra and Nagar Haveli and Daman and Diu,Covaxin
49365,5895,55260,5820,49440,Delhi,Covaxin
30225,47373,77598,62391,15207,Goa,Covaxin
42933,17115,60048,15297,44751,Gujarat,Covaxin
18298,2463,20761,15206,5555,Haryana,Covaxin
36349,44660,81009,75346,5663,Himachal Pradesh,Covaxin
27226,4456,31682,17663,14019,Jammu and Kashmir,Covaxin
4247,18711,22958,17598,5360,Jharkhand,Covaxin
34310,45671,79981,72280,7701,Karnataka,Covaxin
20985,38818,59803,32167,27636,Kerala,Covaxin
36471,21136,57607,16986,40621,Lakshadweep,Covaxin
11412,35821,47233,21147,26086,Ladakh,Covaxin
49476,44100,93576,22350,71226,Madhya Pradesh,Covaxin
10800,49450,60250,48238,12012,Maharashtra,Covaxin
39436,19485,58921,27005,31916,Manipur,Covaxin
48202,41591,89793,84412,5381,Meghalaya,Covaxin
41354,19464,60818,13489,47329,Mizoram,Covaxin
41718,14714,56432,40211,16221,Nagaland,Covaxin
20038,10010,30048,24605,5443,Odisha,Covaxin
26569,11883,38452,20202,18250,Puducherry,Covaxin
25613,16756,42369,25488,16881,Punjab,Covaxin
48257,25429,73686,70828,2858,Rajasthan,Covaxin
17362,13162,30524,10073,20451,Sikkim,Covaxin
14342,15337,29679,14046,15633,Tamil Nadu,Covaxin
16761,27060,43821,12135,31686,Telengana,Covaxin
10929,24072,35001,5376,29625,Tripura,Covaxin
18456,38279,56735,29643,27092,Uttarakhand,Covaxin
20462,49826,70288,23183,47105,Uttar Pradesh,Covaxin
27963,7081,35044,12615,22429,West Bengal,Covaxin
12393,19311,31704,24836,6868,Andhra Pradesh,Covaxin
44697,7932,52629,23107,29522,Andaman and Nicobar Islands,Covaxin
44910,42747,87657,81849,5808,Arunachal Pradesh,Covaxin
15260,32842,48102,28685,19417,Assam,Covaxin
26568,12215,38783,23111,15672,Bihar,Covaxin
9496,30303,39799,9816,29983,Chandigarh,Covaxin
42252,20831,63083,56834,6249,Chhattisgarh,Covaxin
40828,20908,61736,37634,24102,Dadra and Nagar Haveli and Daman and Diu,Covaxin
14259,23595,37854,13592,24262,Delhi,Covaxin
15124,36403,51527,14942,36585,Goa,Covaxin
21155,27309,48464,31875,16589,Gujarat,Covaxin
6365,30845,37210,12201,25009,Haryana,Covaxin
10469,41863,52332,5023,47309,Himachal Pradesh,Covaxin
14904,35664,50568,29561,21007,Jammu and Kashmir,Covaxin
47931,48563,96494,17895,78599,Jharkhand,Covaxin
7471,27732,35203,23814,11389,Karnataka,Covaxin
39885,34051,73936,35618,38318,Kerala,Covaxin
46988,5946,52934,25920,27014,Lakshadweep,Covaxin
40311,26294,66605,47364,19241,Ladakh,Covaxin
42444,40662,83106,55485,27621,Madhya Pradesh,Covaxin
26122,23144,49266,22098,27168,Maharashtra,Covaxin
13794,46428,60222,46652,13570,Manipur,Covaxin
32113,10325,42438,26070,16368,Meghalaya,Covaxin
9046,19713,28759,10186,18573,Mizoram,Covaxin
36951,10487,47438,41472,5966,Nagaland,Covaxin
5700,48110,53810,37289,16521,Odisha,Covaxin
34784,37583,72367,16662,55705,Puducherry,Covaxin
45886,11615,57501,48558,8943,Punjab,Covaxin
21989,15704,37693,6061,31632,Rajasthan,Covaxin
47640,34547,82187,17847,64340,Sikkim,Covaxin
28260,21358,49618,42885,6733,Tamil Nadu,Covaxin
2243,17622,19865,15989,3876,Telengana,Covaxin
45228,9176,54404,38104,16300,Tripura,Covaxin
47172,7155,54327,54091,236,Uttarakhand,Covaxin
14123,8084,22207,18264,3943,Uttar Pradesh,Covaxin
39904,30425,70329,48839,21490,West Bengal,Covaxin
8975,10735,19710,19569,141,Andhra Pradesh,Covaxin
42081,15979,58060,24635,33425,Andaman and Nicobar Islands,Covaxin
33843,25451,59294,27343,31951,Arunachal Pradesh,Covaxin
43072,48540,91612,42244,49368,Assam,Covaxin
48121,19587,67708,29395,38313,Bihar,Covaxin
34596,15475,50071,19380,30691,Chandigarh,Covaxin
14159,34258,48417,38868,9549,Chhattisgarh,Covaxin
13467,3266,16733,7201,9532,Dadra and Nagar Haveli and Daman and Diu,Covaxin
26337,41416,67753,5386,62367,Delhi,Covaxin
26506,30922,57428,5166,52262,Goa,Covaxin
42900,29393,72293,29064,43229,Gujarat,Covaxin
14334,35200,49534,44293,5241,Haryana,Covaxin
12953,18715,31668,30993,675,Himachal Pradesh,Covaxin
14307,31163,45470,40198,5272,Jammu and Kashmir,Covaxin
5211,9315,14526,8351,6175,Jharkhand,Covaxin
14892,47660,62552,50765,11787,Karnataka,Covaxin
38539,45580,84119,63451,20668,Kerala,Covaxin
46773,49658,96431,46716,49715,Lakshadweep,Covaxin
45566,7595,53161,28074,25087,Ladakh,Covaxin
4328,10494,14822,11424,3398,Madhya Pradesh,Covaxin
45737,7572,53309,29472,23837,Maharashtra,Covaxin
29305,35773,65078,29790,35288,Manipur,Covaxin
21171,35308,56479,52832,3647,Meghalaya,Covaxin
28336,30626,58962,26940,32022,Mizoram,Covaxin
47439,47464,94903,60805,34098,Nagaland,Covaxin
46474,16504,62978,14418,48560,Odisha,Covaxin
35043,8900,43943,16393,27550,Puducherry,Covaxin
27782,25732,53514,38992,14522,Punjab,Covaxin
6531,47704,54235,32506,21729,Rajasthan,Covaxin
15652,6468,22120,17809,4311,Sikkim,Covaxin
19197,7091,26288,19089,7199,Tamil Nadu,Covaxin
2294,47657,49951,16762,33189,Telengana,Covaxin
47454,27700,75154,51807,23347,Tripura,Covaxin
21732,15910,37642,13054,24588,Uttarakhand,Covaxin
16522,14931,31453,10320,21133,Uttar Pradesh,Covaxin
14663,23678,38341,16642,21699,West Bengal,Covaxin
24255,36058,60313,50443,9870,Andhra Pradesh,Covaxin
31590,48061,79651,75944,3707,Andaman and Nicobar Islands,Covaxin
22176,19524,41700,33084,8616,Arunachal Pradesh,Covaxin
33550,49893,83443,25804,57639,Assam,Covaxin
5962,34657,40619,31153,9466,Bihar,Covaxin
23440,14178,37618,13503,24115,Chandigarh,Covaxin
29637,20327,49964,19108,30856,Chhattisgarh,Covaxin
46807,42346,89153,46552,42601,Dadra and Nagar Haveli and Daman and Diu,Covaxin
29114,39426,68540,23593,44947,Delhi,Covaxin
15727,35190,50917,18855,32062,Goa,Covaxin
26413,40873,67286,8901,58385,Gujarat,Covaxin
31285,27741,59026,5143,53883,Haryana,Covaxin
16159,42771,58930,30454,28476,Himachal Pradesh,Covaxin
4284,22332,26616,14133,12483,Jammu and Kashmir,Covaxin
18959,13934,32893,15642,17251,Jharkhand,Covaxin
21565,8689,30254,22422,7832,Karnataka,Covaxin
38364,26840,65204,42359,22845,Kerala,Covaxin
18738,8815,27553,10165,17388,Lakshadweep,Covaxin
44157,7127,51284,40136,11148,Ladakh,Covaxin
10245,20684,30929,9362,21567,Madhya Pradesh,Covaxin
44823,23402,68225,67755,470,Maharashtra,Covaxin
10557,1519,12076,7264,4812,Manipur,Covaxin
2096,25013,27109,14139,12970,Meghalaya,Covaxin
21377,42806,64183,10433,53750,Mizoram,Covaxin
45756,39605,85361,74999,10362,Nagaland,Covaxin
3428,42442,45870,33931,11939,Odisha,Covaxin
36610,38844,75454,58661,16793,Puducherry,Covaxin
24815,29196,54011,49436,4575,Punjab,Covaxin
48728,28613,77341,22505,54836,Rajasthan,Covaxin
34875,10759,45634,38093,7541,Sikkim,Covaxin
4642,15093,19735,13256,6479,Tamil Nadu,Covaxin
23732,42310,66042,25682,40360,Telengana,Covaxin
46068,23630,69698,42276,27422,Tripura,Covaxin
32339,27730,60069,56761,3308,Uttarakhand,Covaxin
27365,3513,30878,24460,6418,Uttar Pradesh,Covaxin
2453,21444,23897,16793,7104,West Bengal,Covaxin
27915,41450,69365,53521,15844,Andhra Pradesh,Covaxin
33943,34255,68198,40695,27503,Andaman and Nicobar Islands,Covaxin
15649,36482,52131,21266,30865,Arunachal Pradesh,Covaxin
11931,37389,49320,42837,6483,Assam,Covaxin
5883,6366,12249,7270,4979,Bihar,Covaxin
15309,36941,52250,49450,2800,Chandigarh,Covaxin
14828,5247,20075,6849,13226,Chhattisgarh,Covaxin
5979,15165,21144,5040,16104,Dadra and Nagar Haveli and Daman and Diu,Covaxin
35661,5628,41289,22322,18967,Delhi,Covaxin
20891,21823,42714,28583,14131,Goa,Covaxin
34388,16159,50547,15242,35305,Gujarat,Covaxin
4374,11336,15710,14416,1294,Haryana,Covaxin
19163,17353,36516,34692,1824,Himachal Pradesh,Covaxin
2743,47647,50390,46723,3667,Jammu and Kashmir,Covaxin
24720,37285,62005,12345,49660,Jharkhand,Covaxin
8560,42858,51418,6642,44776,Karnataka,Covaxin
6506,25212,31718,6419,25299,Kerala,Covaxin
3873,45038,48911,44764,4147,Lakshadweep,Covaxin
12548,44643,57191,32337,24854,Ladakh,Covaxin
46421,2048,48469,6119,42350,Madhya Pradesh,Covaxin
29613,38598,68211,45370,22841,Maharashtra,Covaxin
48422,40055,88477,71422,17055,Manipur,Covaxin
34632,13750,48382,7779,40603,Meghalaya,Covaxin
7405,11508,18913,12270,6643,Mizoram,Covaxin
12757,26997,39754,31510,8244,Nagaland,Covaxin
38282,43662,81944,32334,49610,Odisha,Covaxin
2488,17581,20069,7568,12501,Puducherry,Covaxin
14331,36459,50790,13423,37367,Punjab,Covaxin
2229,40364,42593,15100,27493,Rajasthan,Covaxin
42547,4274,46821,24050,22771,Sikkim,Covaxin
